xcord,ycord,data,NN1,NN2,NN3,NN4,NN5,n1,n2,n3,n4,n5,nSum1,nSum2,nSum3,nSum4,nSum5,nrm,cor
518452.968453634,5466115.69106179,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
516445.557343853,5471866.97294544,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
512137.809832385,5472880.74874215,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
516070.027425615,5466561.777387,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
528368.03881706,5472318.22046293,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
527899.734920927,5469821.03920291,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
530512.812430577,5468518.65108688,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
531835.132739554,5465980.25468374,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
528853.306324249,5467101.07743831,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
537590.510469011,5473449.97893842,nd,nd,nd,nd,nn,nn,1,1,1,0,0,1,2,3,3,3,0.6,0.4
539966.808282107,5472172.70250729,nd,nd,nn,nd,nd,nd,1,0,1,1,1,1,1,2,3,4,0.8,0.7
540018.496104337,5470460.93859267,nn,nd,nd,nn,nd,nd,0,0,1,0,0,0,0,1,1,1,0.2,-0.2
542931.54466353,5473000.08458732,nd,nn,nd,nd,nd,nn,0,1,1,1,0,0,1,2,3,3,0.6,0.4
544442.097279628,5473342.34473041,nn,nd,nd,nn,nd,nd,0,0,1,0,0,0,0,1,1,1,0.2,-0.2
547898.429774413,5473051.30382061,nd,nd,nd,nd,nn,nn,1,1,1,0,0,1,2,3,3,3,0.6,0.4
545985.0973964,5471181.52671871,nd,nn,nd,nd,nd,nd,0,1,1,1,1,0,1,2,3,4,0.8,0.7
544470.172138932,5468631.91153597,nd,nd,nn,nd,nn,nd,1,0,1,0,1,1,1,2,2,3,0.6,0.4
541559.255712752,5467220.45547382,nn,nd,nn,nd,nd,nd,0,1,0,0,0,0,1,1,1,1,0.2,-0.2
539850.604704554,5473184.68897029,nd,nd,nd,nn,nn,nd,1,1,0,0,1,1,2,2,2,3,0.6,0.4
536736.485247239,5472080.03182325,nd,nd,nd,nd,nn,nn,1,1,1,0,0,1,2,3,3,3,0.6,0.4
548736.699989956,5470811.74395401,nd,nd,nd,nd,nd,nn,1,1,1,1,0,1,2,3,4,4,0.8,0.7
517536.774303942,5463479.00324952,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
519659.553152247,5459985.37409429,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
518913.871251459,5459033.34860901,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
521793.958909987,5456622.68433344,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
527533.995014753,5463003.08284235,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
515062.680261938,5316752.30935525,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
519355.419938348,5312966.1608004,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
519023.58396118,5308122.42642196,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
519023.58396118,5308122.42642196,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
514972.237695804,5306485.54431996,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
518169.766643434,5305027.61486885,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
523037.660983218,5304681.54651677,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
524679.931232587,5300642.64562424,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
512667.679342465,5301075.08419287,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
512667.679342465,5301075.08419287,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
526387.538906677,5307204.45633903,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
528014.857014704,5301040.1887549,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
512990.56194751,5295177.43271924,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
514203.260827662,5291894.90931964,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
515749.961861404,5296662.48396254,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
519009.887096043,5296837.87830903,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
522037.729581204,5294818.02144862,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
520256.458041003,5295243.86367301,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
517778.095341891,5294573.3102698,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
519481.947493635,5293793.0100436,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
524061.258585167,5294722.71272826,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
522497.156016951,5292969.24982718,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
521425.487418733,5291513.65984029,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
521373.012852677,5289692.94833558,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
523332.213471028,5289636.03646713,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
524308.22922964,5297425.65694777,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
514625.226631946,5288840.66656119,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
525937.108885796,5296185.68916156,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
528784.354503915,5294301.9096026,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
527350.509776997,5293950.41343195,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
532129.545313215,5293599.28243109,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
530394.123235448,5290773.51744164,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
532284.536945654,5290109.08913971,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
514299.257895608,5298216.94464336,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
512973.152716824,5284542.24207525,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
517503.679527224,5285507.71885072,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
518405.829109387,5286939.78902013,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
522319.57387949,5286366.68771799,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
524182.350783744,5285788.42779084,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
516200.359544172,5290576.44345788,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
520442.42228195,5282399.80263693,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
520086.968399746,5284291.29961818,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
522503.829725338,5282159.57206739,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
523991.700405566,5280377.25623718,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
519618.598447834,5287266.07269419,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
525298.442032424,5288837.38135853,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
526144.950141909,5286443.7826471,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
529198.556444737,5285351.35213075,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
530769.004396404,5283515.59590601,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
530017.902112659,5282232.41498115,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
532326.9007641,5285192.31598354,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
525564.08719881,5283145.8269315,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
513332.491268653,5278954.91983611,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
527590.176807437,5279271.79143627,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
525004.456627349,5404484.20387877,nd,nd,nd,nd,nn,nn,1,1,1,0,0,1,2,3,3,3,0.6,0.4
550486.229717759,5400986.47856445,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
536220.097410181,5383134.38936543,nd,nd,nd,nd,nn,nn,1,1,1,0,0,1,2,3,3,3,0.6,0.4
549082.078166023,5316965.39473375,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
426966.278197862,5397512.96254215,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
427513.607427383,5397577.01157626,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
429739.836687759,5399791.07983095,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
430802.682825601,5398339.24241789,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
431360.145067659,5396659.20755404,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
432914.756513062,5397724.33977988,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
433621.120560352,5395886.0124015,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
434903.683032075,5396347.91226162,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
435951.920835727,5398917.27596547,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
438255.174130815,5397607.38527119,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
436414.767924935,5393951.48978288,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
434406.105377552,5394688.33717503,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
434679.49927698,5391115.39820548,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
430676.905057783,5393217.86603384,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
444511.414498107,5398243.44705678,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
445701.425234372,5399325.69890809,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
445701.425234372,5399325.69890809,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
439662.734608767,5398346.91243114,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
439965.345987381,5396664.9763881,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
438513.72722489,5395765.76377539,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
438226.554359189,5394407.06825309,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
440521.530664402,5392437.90378246,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
440521.530664402,5392437.90378246,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
440521.530664402,5392437.90378246,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
439852.618595958,5390672.97561012,nd,nd,nd,nd,nd,nn,1,1,1,1,0,1,2,3,4,4,0.8,0.7
451943.584641989,5399096.36981438,nd,nn,nn,nn,nd,nd,0,0,0,1,1,0,0,0,1,2,0.4,0.1
452491.351695443,5397450.8704077,nn,nd,nd,nn,nn,nd,0,0,1,1,0,0,0,1,2,2,0.4,0.1
455216.382473099,5397571.84321357,nd,nn,nn,nn,nd,nd,0,0,0,1,1,0,0,0,1,2,0.4,0.1
436814.138733759,5388102.70249789,nn,nd,nd,nd,nd,nd,0,0,0,0,0,0,0,0,0,0,0,-0.5
453158.264848518,5394792.82228951,nn,nd,nd,nn,nd,nd,0,0,1,0,0,0,0,1,1,1,0.2,-0.2
451523.77042601,5393650.57194529,nd,nd,nn,nd,nn,nd,1,0,1,0,1,1,1,2,2,3,0.6,0.4
452942.85162722,5392531.27980748,nd,nd,nd,nn,nn,nd,1,1,0,0,1,1,2,2,2,3,0.6,0.4
452807.454193892,5391923.22630153,nd,nd,nd,nn,nd,nn,1,1,0,1,0,1,2,2,3,3,0.6,0.4
500142.724210063,5394993.01991881,nd,nn,nn,nn,nn,nn,0,0,0,0,0,0,0,0,0,0,0,-0.5
427744.319956736,5390584.41677156,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
427744.319956736,5390584.41677156,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
429940.647752749,5389543.80399091,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
432725.43485524,5389716.56014059,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
433094.245776242,5387719.94739206,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
431004.291045057,5386605.67875576,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
430087.855198104,5386038.89286079,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
428699.623647928,5384086.3173148,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
427203.064124533,5382043.19317812,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
431071.584514616,5383012.86802149,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
432246.524945071,5385544.44814863,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
434214.09831924,5386958.54924142,nd,nd,nd,nd,nd,nn,1,1,1,1,0,1,2,3,4,4,0.8,0.7
435666.414196714,5389269.67649584,nd,nn,nd,nd,nd,nd,0,1,1,1,1,0,1,2,3,4,0.8,0.7
437334.878711879,5389875.60670413,nd,nd,nn,nd,nd,nd,1,0,1,1,1,1,1,2,3,4,0.8,0.7
435295.246878056,5385625.29546501,nd,nd,nn,nd,nd,nd,1,0,1,1,1,1,1,2,3,4,0.8,0.7
434955.245927853,5382351.90000085,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
445942.952208628,5389817.33405998,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
446248.574490734,5385499.99966258,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
452018.511021481,5387551.08935227,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
480783.645989527,5385526.20226549,nn,nn,nn,nd,nn,nn,1,1,0,1,1,1,2,2,3,4,0.8,0.7
430400.278647986,5379588.12606521,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
430917.112606897,5378651.26286581,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
432730.723586544,5378683.81140089,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
433974.110117927,5381258.27724627,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
436300.131243285,5380761.25392542,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
438014.740373522,5379776.07634265,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
434605.603532799,5374580.7213591,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
431949.299071046,5375753.82998332,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
429426.957776036,5375629.16267556,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
427732.514213499,5376276.5023598,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
428838.054791558,5378932.81139481,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
428069.686104172,5380019.82604492,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
441194.650715997,5380481.27408599,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
432613.592398154,5371958.30015422,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
436571.543594928,5371756.85657091,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
438097.026632824,5367343.28768238,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
430059.435450989,5363589.33224096,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
427495.756989164,5364537.60057628,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
430926.8509775,5372145.42014275,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
440413.229578892,5374943.33098575,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
438228.005345913,5369248.3657223,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
440919.997461305,5369097.32406719,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
449008.226878341,5369029.7436438,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
450326.514851259,5364096.86067631,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
450326.514851259,5364096.86067631,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
438949.090265211,5364896.16061398,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
443757.106089441,5366876.23579641,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
431964.002065595,5361054.85534936,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
435367.351239478,5358222.54807582,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
435367.351239478,5358222.54807582,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
435367.351239478,5358222.54807582,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
432468.61521327,5356116.33199158,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
432468.61521327,5356116.33199158,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
430566.371279858,5356638.41119321,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
427954.915007983,5354426.44665547,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
427292.157595316,5357308.6066548,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
427000.320676232,5359844.79567519,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
427166.743474126,5361560.23218132,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
428391.559313186,5360366.23506456,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
435367.351239478,5358222.54807582,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
441194.650715997,5380481.27408599,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
447354.091072572,5358534.46484425,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
441949.618100534,5351875.15014127,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
452020.616760284,5354983.77400618,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
426212.655344454,5352673.43177714,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
430302.479937185,5353364.42487795,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
432636.947277651,5353065.03643862,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
434051.41245933,5348589.615288,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
430169.677921272,5350638.01514675,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
432051.158710638,5347836.08989967,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
433787.634246354,5345171.02978676,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
431073.56751553,5345720.12663246,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
427190.038339789,5347299.19963946,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
447555.797621653,5353429.1849083,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
444522.534418894,5352194.07080669,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
442213.471435199,5350259.49996994,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
442213.471435199,5350259.49996994,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
441949.618100534,5351875.15014127,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
438263.925385025,5349690.69361915,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
438567.050611337,5348224.50672353,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
441371.212459078,5344445.46035945,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
444038.99857983,5345689.21134925,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
445898.510995363,5348837.09652789,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
448677.6155886,5349031.45915564,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
453475.72263316,5351063.32506964,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
451236.076602325,5348778.86799862,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
452907.635294341,5346209.27025496,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
427721.237598818,5341021.51973828,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
427721.237598818,5341021.51973828,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
428123.424148706,5335313.65252099,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
430964.756189446,5335980.08030175,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
434702.038382353,5339512.26549544,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
434702.038382353,5339512.26549544,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
442824.040993887,5340142.13573531,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
442767.767441266,5340309.43972708,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
445422.507147947,5337923.53480556,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
442637.411162106,5337686.26374181,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
439703.541473099,5336336.97401251,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
451458.23413443,5337480.00746119,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
459884.751149703,5335588.36035928,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
428839.177474053,5333908.47267486,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
427211.323977299,5332594.97770216,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
425798.187671986,5330967.88152201,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
429154.889029341,5328161.83595839,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
437527.664962738,5331390.34385286,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
432563.277531374,5334205.73338062,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
449196.261715596,5334534.00106766,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
444786.726722989,5334120.23945,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
440622.021421163,5332497.90362453,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
442825.507717507,5331070.41886372,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
444817.32860085,5331123.12485266,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
448540.399117772,5329409.98574854,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
449293.38039345,5326937.83563799,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
440742.033788681,5328133.66902067,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
453637.833144009,5334310.63620645,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
453441.660002121,5331222.11164,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
450278.784926103,5330480.62295986,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
462174.223529052,5333376.3614632,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
459750.836710564,5331136.48163188,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
462239.006771481,5330907.22614499,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
460491.871384261,5328213.55469271,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
457517.401347356,5327564.58173889,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
464831.284682236,5331000.75521263,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
463037.02627817,5328884.60228805,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
